AlarmID,AlarmText,Enable
4223,"0x107F 0x05 : Load, CS0, PS & PL ON->L_REQ OFF : Light Curtain ON",1
4224,"0x1080 0x05 : Load, CS0, PS & PL ON->L_REQ OFF : PS OFF",1
4225,"0x1081 0x05 : Load, CS0, PS & PL ON->L_REQ OFF : PL OFF",1
4226,0x1082 0x00 : Reserved : Reserved,0
4227,0x1083 0x00 : Reserved : Reserved,0
4228,"0x1084 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : OHT PIO Off-line",1
4229,"0x1085 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : CS_0 OFF",1
4230,"0x1086 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : VALID OFF",1
4231,"0x1087 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : CS_1 OFF",1
4232,"0x1088 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : AM_AVBL OFF",1
4233,"0x1089 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : TR_REQ OFF",1
4234,"0x108A 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : COMPT OFF",1
4235,"0x108B 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : ES OFF",1
4236,"0x108C 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : Clamp ON",1
4237,"0x108D 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : EQ_ER ON",1
4238,"0x108E 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : Light Curtain ON",1
4239,"0x108F 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : PS OFF",1
4240,"0x1090 0x05 : Load, CS0, L_REQ OFF->BUSY OFF : PL OFF",1
4241,0x1091 0x00 : Reserved : Reserved,0
4242,0x1092 0x00 : Reserved : Reserved,0
4243,"0x1093 0x00 : Load, CS0, BUSY OFF->COMPT ON : OHT PIO Off-line",0
4244,"0x1094 0x00 : Load, CS0, BUSY OFF->COMPT ON : CS_0 OFF",0
4245,"0x1095 0x00 : Load, CS0, BUSY OFF->COMPT ON : VALID OFF",0
4246,"0x1096 0x00 : Load, CS0, BUSY OFF->COMPT ON : CS_1 OFF",0
4247,"0x1097 0x00 : Load, CS0, BUSY OFF->COMPT ON : AM_AVBL OFF",0
4248,"0x1098 0x00 : Load, CS0, BUSY OFF->COMPT ON : TR_REQ OFF",0
4249,"0x1099 0x00 : Load, CS0, BUSY OFF->COMPT ON : BUSY OFF",0
4250,"0x109A 0x00 : Load, CS0, BUSY OFF->COMPT ON : ES OFF",0
4251,"0x109B 0x00 : Load, CS0, BUSY OFF->COMPT ON : Clamp ON",0
4252,"0x109C 0x00 : Load, CS0, BUSY OFF->COMPT ON : EQ_ER ON",0
4253,"0x109D 0x00 : Load, CS0, BUSY OFF->COMPT ON : Light Curtain ON",0
4254,"0x109E 0x00 : Load, CS0, BUSY OFF->COMPT ON : PS OFF",0
4255,"0x109F 0x00 : Load, CS0, BUSY OFF->COMPT ON : PL OFF",0
4256,0x10A0 0x00 : Reserved : Reserved,0
4257,0x10A1 0x00 : Reserved : Reserved,0
4258,"0x10A2 0x00 : Load, CS0, COMPT ON->READY OFF : OHT PIO Off-line",0
4259,"0x10A3 0x00 : Load, CS0, COMPT ON->READY OFF : CS_0 OFF",0
4260,"0x10A4 0x00 : Load, CS0, COMPT ON->READY OFF : VALID OFF",0
4261,"0x10A5 0x00 : Load, CS0, COMPT ON->READY OFF : CS_1 OFF",0
4262,"0x10A6 0x00 : Load, CS0, COMPT ON->READY OFF : AM_AVBL OFF",0
4263,"0x10A7 0x00 : Load, CS0, COMPT ON->READY OFF : TR_REQ OFF",0
4264,"0x10A8 0x00 : Load, CS0, COMPT ON->READY OFF : BUSY OFF",0
4265,"0x10A9 0x00 : Load, CS0, COMPT ON->READY OFF : COMPT OFF",0
4266,"0x10AA 0x00 : Load, CS0, COMPT ON->READY OFF : ES OFF",0
4267,"0x10AB 0x00 : Load, CS0, COMPT ON->READY OFF : Clamp ON",0
4268,"0x10AC 0x00 : Load, CS0, COMPT ON->READY OFF : EQ_ER ON",0
4269,"0x10AD 0x00 : Load, CS0, COMPT ON->READY OFF : Light Curtain ON",0
4270,"0x10AE 0x00 : Load, CS0, COMPT ON->READY OFF : PS OFF",0
4271,"0x10AF 0x00 : Load, CS0, COMPT ON->READY OFF : PL OFF",0
4272,0x10B0 0x00 : Reserved : Reserved,0
4273,0x10B1 0x00 : Reserved : Reserved,0
4274,"0x10B2 0x00 : Load, CS0, READY OFF->CS_0 OFF : OHT PIO Off-line",0
4275,0x10B3 0x00 : Reserved : Reserved,0
4276,"0x10B4 0x00 : Load, CS0, READY OFF->CS_0 OFF : AM_AVBL OFF",0
4277,"0x10B5 0x00 : Load, CS0, READY OFF->CS_0 OFF : CS_0 OFF",0
4278,"0x10B6 0x00 : Load, CS0, READY OFF->CS_0 OFF : BUSY OFF",0
4279,"0x10B7 0x05 : Load, CS0, READY OFF->CS_0 OFF : ES OFF",1
4280,"0x10B8 0x00 : Load, CS0, READY OFF->CS_0 OFF : Clamp ON",0
4281,"0x10B9 0x00 : Load, CS0, READY OFF->CS_0 OFF : EQ_ER ON",0
4282,"0x10BA 0x00 : Load, CS0, READY OFF->CS_0 OFF : Light Curtain ON",0
4283,"0x10BB 0x00 : Load, CS0, READY OFF->CS_0 OFF : PS OFF",0
4284,"0x10BC 0x00 : Load, CS0, READY OFF->CS_0 OFF : PL OFF",0
4285,0x10BD 0x00 : Reserved : Reserved,0
4286,0x10BE 0x00 : Reserved : Reserved,0
4287,0x10BF 0x00 : Reserved : Reserved,0
8192,"0x2000 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : OHT PIO Off-line",0
8193,"0x2001 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : CS_0 OFF",0
8194,"0x2002 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : VALID OFF",0
8195,"0x2003 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : CS_1 OFF",0
8196,"0x2004 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : AM_AVBL OFF",0
8197,"0x2005 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : TR_REQ OFF",0
8198,"0x2006 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : BUSY OFF",0
8199,"0x2007 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : COMPT OFF",0
8200,0x2008 0x00 : Reserved : Reserved,0
8201,"0x2009 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : ES OFF",1
8202,"0x200A 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : ????",0
8203,"0x200B 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : EQ_ER ON",0
8204,"0x200C 0x00 : Unload to Load, CS0, BUSY & CONT ON->PS & PL OFF : Light Curtain ON",0
8205,0x200D 0x00 : Reserved : Reserved,0
8206,0x200E 0x00 : Reserved : Reserved,0
8207,"0x200F 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : OHT PIO Off-line",1
8208,"0x2010 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : CS_0 OFF",1
8209,"0x2011 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : VALID OFF",1
8210,"0x2012 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : CS_1 OFF",1
8211,"0x2013 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : AM_AVBL OFF",1
8212,"0x2014 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : TR_REQ OFF",1
8213,"0x2015 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : BUSY OFF",1
8214,"0x2016 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : COMPT OFF",1
8215,"0x2017 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : CONT OFF",1
8216,"0x2018 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : ES OFF",1
8217,"0x2019 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : Clamp ON",1
8218,"0x201A 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : EQ_ER ON",1
8219,"0x201B 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : Light Curtain ON",1
8220,"0x201C 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : PS ON",1
8221,"0x201D 0x05 : Unload to Load, CS0, PS & PL OFF->U_REQ OFF : PL ON",1
8222,0x201E 0x00 : Reserved : Reserved,0
8223,0x201F 0x00 : Reserved : Reserved,0
8224,"0x2020 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : OHT PIO Off-line",1
8225,"0x2021 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : CS_0 OFF",1
8226,"0x2022 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : VALID OFF",1
8227,"0x2023 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : CS_1 OFF",1
8228,"0x2024 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : AM_AVBL OFF",1
8229,0x2025 0x05 : Reserved : Reserved,1
8230,0x2026 0x05 : Reserved : Reserved,1
8231,0x2027 0x05 : Reserved : Reserved,1
8232,"0x2028 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : ES OFF",1
8233,"0x2029 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : Clamp ON",1
8234,"0x202A 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : EQ_ER ON",1
8235,"0x202B 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : Light Curtain ON",1
8236,"0x202C 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : PS ON",1
8237,"0x202D 0x05 : Unload to Load, CS0, U_REQ OFF->BUSY OFF : PL ON",1
8238,0x202E 0x00 : Reserved : Reserved,0
8239,0x202F 0x00 : Reserved : Reserved,0
8240,"0x2030 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : OHT PIO Off-line",0
8241,"0x2031 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : CS_0 OFF",0
8242,"0x2032 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : VALID OFF",0
8243,"0x2033 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : CS_1 OFF",0
8244,"0x2034 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : AM_AVBL OFF",0
8245,"0x2035 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : TR_REQ OFF",0
8246,"0x2036 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : CONT OFF",0
8247,"0x2037 0x05 : Unload to Load, CS0, BUSY OFF->COMPT ON : ES OFF",1
8248,"0x2038 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : Clamp ON",0
8249,"0x2039 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : EQ_ER ON",0
8250,"0x203A 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : Light Curtain ON",0
8251,"0x203B 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : PS ON",0
8252,"0x203C 0x00 : Unload to Load, CS0, BUSY OFF->COMPT ON : PL ON",0
8253,0x203D 0x00 : Reserved : Reserved,0
8254,0x203E 0x00 : Reserved : Reserved,0
8255,"0x203F 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : OHT PIO Off-line",0
8256,"0x2040 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : CS_0 OFF",0
8257,"0x2041 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : VALID OFF",0
8258,"0x2042 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : CS_1 OFF",0
8259,"0x2043 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : AM_AVBL OFF",0
8260,"0x2044 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : TR_REQ OFF",0
8261,"0x2045 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : BUSY OFF",0
8262,"0x2046 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : COMPT OFF",0
8263,"0x2047 0x05 : Unload to Load, CS0, COMPT ON->READY OFF : ES OFF",1
8264,"0x2048 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : Clamp ON",0
8265,"0x2049 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : EQ_ER ON",0
8266,"0x204A 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : Light Curtain ON",0
8267,"0x204B 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : PS ON",0
8268,"0x204C 0x00 : Unload to Load, CS0, COMPT ON->READY OFF : PL ON",0
8269,0x204D 0x00 : Reserved : Reserved,0
8270,0x204E 0x00 : Reserved : Reserved,0
8271,"0x204F 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : OHT PIO Off-line",0
8272,"0x2050 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : CS_1 OFF",0
8273,"0x2051 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : AM_AVBL OFF",0
8274,"0x2052 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : TR_REQ OFF",0
8275,"0x2053 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : BUSY OFF",0
8276,"0x2054 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : CONT OFF",0
8277,"0x2055 0x05 : Unload to Load, CS0, READY OFF->CS_0 OFF : ES OFF",1
8278,"0x2056 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : Clamp ON",0
8279,"0x2057 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : EQ_ER ON",0
8280,"0x2058 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : Light Curtain ON",0
8281,"0x2059 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : PS ON",0
8282,"0x205A 0x00 : Unload to Load, CS0, READY OFF->CS_0 OFF : PL ON",0
8283,0x205B 0x00 : Reserved : Reserved,0
8284,0x205C 0x00 : Reserved : Reserved,0
8285,0x205D 0x00 : Reserved : Reserved,0
8286,0x205E 0x00 : Reserved : Reserved,0
8287,"0x205F 0x00 : Unload to Load, CS0, Ready->CS_0 ON : AM_AVBL OFF",0
8288,"0x2060 0x00 : Unload to Load, CS0, Ready->CS_0 ON : TR_REQ OFF",0
8289,"0x2061 0x00 : Unload to Load, CS0, Ready->CS_0 ON : BUSY OFF",0
8290,"0x2062 0x00 : Unload to Load, CS0, Ready->CS_0 ON : COMPT OFF",0
8291,"0x2063 0x00 : Unload to Load, CS0, Ready->CS_0 ON : CONT OFF",0
8292,"0x2064 0x05 : Unload to Load, CS0, Ready->CS_0 ON : ES OFF",1
8293,"0x2065 0x00 : Unload to Load, CS0, Ready->CS_0 ON : Clamp ON",0
8294,"0x2066 0x00 : Unload to Load, CS0, Ready->CS_0 ON : EQ_ER ON",0
8295,"0x2067 0x00 : Unload to Load, CS0, Ready->CS_0 ON : Light Curtain ON",0
8296,"0x2068 0x00 : Unload to Load, CS0, Ready->CS_0 ON : PS ON",0
8297,"0x2069 0x00 : Unload to Load, CS0, Ready->CS_0 ON : PL ON",0
8298,0x206A 0x00 : Reserved : Reserved,0
8299,0x206B 0x00 : Reserved : Reserved,0
8300,"0x206C 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : OHT PIO Off-line",0
8301,"0x206D 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : CS_0 OFF",0
8302,"0x206E 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : CS_1 OFF",0
8303,"0x206F 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : AM_AVBL OFF",0
8304,"0x2070 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : TR_REQ OFF",0
8305,"0x2071 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : BUSY OFF",0
8306,"0x2072 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : COMPT OFF",0
8307,"0x2073 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : CONT OFF",0
8308,"0x2074 0x05 : Unload to Load, CS0, CS_0 ON->VALID ON : ES OFF",1
8309,"0x2075 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : Clamp ON",0
8310,"0x2076 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : EQ_ER ON",0
8311,"0x2077 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : Light Curtain ON",0
8312,"0x2078 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : PS ON",0
8313,"0x2079 0x00 : Unload to Load, CS0, CS_0 ON->VALID ON : PL ON",0
8314,0x207A 0x00 : Reserved : Reserved,0
8315,0x207B 0x00 : Reserved : Reserved,0
8316,"0x207C 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : OHT PIO Off-line",0
8317,"0x207D 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : CS_0 OFF",0
8318,"0x207E 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : VALID OFF",0
8319,"0x207F 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : CS_1 ON",0
8320,"0x2080 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : AM_AVBL OFF",0
8321,"0x2081 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : TR_REQ OFF",0
8322,"0x2082 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : BUSY OFF",0
8323,"0x2083 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : COMPT OFF",0
8324,"0x2084 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : CONT OFF",0
8325,"0x2085 0x05 : Unload to Load, CS0, VALID ON->L_REQ ON : ES OFF",1
8326,"0x2086 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : Clamp ON",0
8327,"0x2087 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : EQ_ER ON",0
8328,"0x2088 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : Light Curtain ON",0
8329,"0x2089 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : PS ON",0
8330,"0x208A 0x00 : Unload to Load, CS0, VALID ON->L_REQ ON : PL ON",0
8331,0x208B 0x00 : Reserved : Reserved,0
8332,0x208C 0x00 : Reserved : Reserved,0
8333,"0x208D 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : OHT PIO Off-line",0
8334,"0x208E 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : CS_0 OFF",0
8335,"0x208F 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : VALID OFF",0
8336,"0x2090 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : CS_1 OFF",0
8337,"0x2091 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : AM_AVBL OFF",0
8338,"0x2092 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : BUSY OFF",0
8339,"0x2093 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : COMPT OFF",0
8340,"0x2094 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : CONT OFF",0
8341,"0x2095 0x05 : Unload to Load, CS0, L_REQ ON->READY ON : ES OFF",1
8342,"0x2096 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : Clamp ON",0
8343,"0x2097 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : EQ_ER ON",0
8344,"0x2098 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : Light Curtain ON",0
8345,"0x2099 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : PS ON",0
8346,"0x209A 0x00 : Unload to Load, CS0, L_REQ ON->READY ON : PL ON",0
8347,0x209B 0x00 : Reserved : Reserved,0
8348,0x209C 0x00 : Reserved : Reserved,0
8349,"0x209D 0x00 : Unload to Load, CS0, READY ON->BUSY ON : OHT PIO Off-line",0
8350,"0x209E 0x00 : Unload to Load, CS0, READY ON->BUSY ON : CS_0 OFF",0
8351,"0x209F 0x00 : Unload to Load, CS0, READY ON->BUSY ON : VALID OFF",0
8352,"0x20A0 0x00 : Unload to Load, CS0, READY ON->BUSY ON : CS_1 OFF",0
8353,"0x20A1 0x00 : Unload to Load, CS0, READY ON->BUSY ON : AM_AVBL OFF",0
8354,"0x20A2 0x00 : Unload to Load, CS0, READY ON->BUSY ON : TR_REQ OFF",0
8355,"0x20A3 0x00 : Unload to Load, CS0, READY ON->BUSY ON : COMPT OFF",0
8356,"0x20A4 0x00 : Unload to Load, CS0, READY ON->BUSY ON : COMPT OFF",0
8357,"0x20A5 0x05 : Unload to Load, CS0, READY ON->BUSY ON : ES OFF",1
8358,"0x20A6 0x00 : Unload to Load, CS0, READY ON->BUSY ON : Clamp ON",0
8359,"0x20A7 0x00 : Unload to Load, CS0, READY ON->BUSY ON : EQ_ER ON",0
8360,"0x20A8 0x00 : Unload to Load, CS0, READY ON->BUSY ON : Light Curtain ON",0
8361,"0x20A9 0x00 : Unload to Load, CS0, READY ON->BUSY ON : PS ON",0
8362,"0x20AA 0x00 : Unload to Load, CS0, READY ON->BUSY ON : PL ON",0
8363,0x20AB 0x00 : Reserved : Reserved,0
8364,0x20AC 0x00 : Reserved : Reserved,0
8365,"0x20AD 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : OHT PIO Off-line",1
8366,"0x20AE 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : CS_0 OFF",1
8367,"0x20AF 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : VALID OFF",1
8364,"0x20AC 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : CS_0 OFF",1
8368,"0x20B0 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : CS_1 OFF",1
8369,"0x20B1 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : AM_AVBL OFF",1
8370,"0x20B2 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : TR_REQ OFF",1
8371,"0x20B3 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : BUSY OFF",1
8372,"0x20B4 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : COMPT OFF",1
8373,0x20B5 0x05 : Reserved : Reserved,1
8374,"0x20B6 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : ES OFF",1
8375,"0x20B7 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : Clamp ON",1
8376,"0x20B8 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : EQ_ER ON",1
8377,"0x20B9 0x05 : Unload to Load, CS0, BUSY & CONT ON->PS & PL ON : Light Curtain ON",1
8378,0x20BA 0x05 : Reserved : Reserved,1
8379,0x20BB 0x05 : Reserved : Reserved,1
8380,"0x20BC 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : OHT PIO Off-line",1
8381,"0x20BD 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : CS_0 OFF",1
8382,"0x20BE 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : VALID OFF",1
8383,"0x20BF 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : CS_1 OFF",1
8384,"0x20C0 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : AM_AVBL OFF",1
8385,"0x20C1 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : TR_REQ OFF",1
8386,"0x20C2 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : BUSY OFF",1
8387,"0x20C3 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : COMPT OFF",1
8388,"0x20C4 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : ES OFF",1
8389,"0x20C5 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : Clamp ON",1
8390,"0x20C6 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : EQ_ER ON",1
8391,"0x20C7 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : Light Curtain ON",1
8392,"0x20C8 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : PS OFF",1
8393,"0x20C9 0x05 : Unload to Load, CS0, L_REQ OFF->BUSY OFF : PL OFF",1
8394,0x20CA 0x00 : Reserved : Reserved,0
8395,"0x20CB 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : OHT PIO Off-line",0
8396,0x20CC 0x00 : Reserved : Reserved,0
8397,"0x20CD 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : VALID OFF",0
8398,"0x20CE 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : AM_AVBL OFF",0
8399,"0x20CF 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : TR_REQ OFF",0
8400,"0x20D0 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : BUSY OFF",0
8401,"0x20D1 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : CONT OFF",0
8402,"0x20D2 0x05 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : ES OFF",1
8403,"0x20D3 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : Clamp ON",0
8404,"0x20D4 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : EQ_ER ON",0
8405,"0x20D5 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : Light Curtain ON",0
8406,"0x20D6 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : PS OFF",0
8407,"0x20D7 0x00 : Unload to Load, CS0, BUSY OFF->CS_0 OFF : PL OFF",0
8408,0x20D8 0x00 : Reserved : Reserved,0
8409,0x20D9 0x00 : Reserved : Reserved,0
8410,0x20DA 0x00 : Reserved : Reserved,0
8411,0x20DB 0x00 : Reserved : Reserved,0
8412,0x20DC 0x00 : Reserved : Reserved,0
8413,0x20DD 0x00 : Reserved : Reserved,0
8414,0x20DE 0x00 : Reserved : Reserved,0
8415,0x20DF 0x00 : Reserved : Reserved,0
12288,"0x3000 0x15 : Unload, CS1, Ready->GO ON : ES OFF",1
12289,"0x3001 0x10 : Unload, CS1, Ready->GO ON : Clamp ON",0
12290,"0x3002 0x10 : Unload, CS1, Ready->GO ON : EQ ERROR",0
12291,"0x3003 0x10 : Unload, CS1, Ready->GO ON : Light Curtain ERROR",0
12292,"0x3004 0x10 : Unload, CS1, Ready->GO ON : PS ON",0
12293,"0x3005 0x10 : Unload, CS1, Ready->GO ON : PL ON",0
12294,"0x3006 0x10 : Unload, CS1, Ready->GO ON : PS PL not set",0
12295,"0x3007 0x10 : Unload, CS1, GO ON->CS_1 ON : AM_AVBL OFF",0
12296,"0x3008 0x10 : Unload, CS1, GO ON->CS_1 ON : TR_REQ OFF",0
12297,"0x3009 0x10 : Unload, CS1, GO ON->CS_1 ON : BUSY OFF",0
12298,"0x300A 0x10 : Unload, CS1, GO ON->CS_1 ON : COMPT OFF",0
12299,"0x300B 0x10 : Unload, CS1, GO ON->CS_1 ON : CONT OFF",0
12300,"0x300C 0x10 : Unload, CS1, GO ON->CS_1 ON : ES OFF",0
12301,"0x300D 0x10 : Unload, CS1, GO ON->CS_1 ON : Clamp ON",0
12302,"0x300E 0x10 : Unload, CS1, GO ON->CS_1 ON : EQ_ER ON",0
12303,"0x300F 0x10 : Unload, CS1, GO ON->CS_1 ON : Light Curtain ON",0
12304,"0x3010 0x10 : Unload, CS1, GO ON->CS_1 ON : PS OFF",0
12305,"0x3011 0x10 : Unload, CS1, GO ON->CS_1 ON : PL OFF",0
